time,sym,dir,conf,month,forced,win_yahoo,win_histdata
2025-10-09 03:00:00+00:00,AUDJPY,-1,0.1278821757933013,2025-10,False,True,True
2025-10-09 05:00:00+00:00,CADJPY,-1,0.13201448819661826,2025-10,False,False,False
2025-10-09 06:00:00+00:00,CADJPY,-1,0.1426180246036654,2025-10,False,True,True
2025-10-10 19:00:00+00:00,AUDJPY,1,0.14332638853763002,2025-10,True,True,
2025-10-10 20:00:00+00:00,GBPCHF,1,0.14416249182267182,2025-10,True,True,
2025-10-10 21:00:00+00:00,AUDCAD,1,0.22122560251729595,2025-10,True,True,
2025-10-13 18:00:00+00:00,USDCAD,-1,0.18978427974960893,2025-10,False,True,True
2025-10-13 20:00:00+00:00,NZDCAD,1,0.2307246561816081,2025-10,False,False,False
2025-10-13 21:00:00+00:00,EURCHF,1,0.16592231068883223,2025-10,False,True,True
2025-10-14 18:00:00+00:00,NZDCHF,-1,0.15034511213919888,2025-10,False,True,True
2025-10-14 20:00:00+00:00,EURNZD,1,0.16320305582583927,2025-10,False,True,True
2025-10-14 21:00:00+00:00,EURCHF,1,0.15313060203177875,2025-10,False,True,True
2025-10-15 18:00:00+00:00,GBPCAD,-1,0.18354885658771047,2025-10,False,True,True
2025-10-15 19:00:00+00:00,GBPCAD,-1,0.12407485246328248,2025-10,False,False,False
2025-10-15 20:00:00+00:00,EURGBP,1,0.23139300048958134,2025-10,False,True,True
2025-10-16 18:00:00+00:00,GBPNZD,-1,0.1554824747198295,2025-10,False,True,True
2025-10-16 19:00:00+00:00,AUDCHF,-1,0.12489224953177552,2025-10,False,True,True
2025-10-16 20:00:00+00:00,EURGBP,1,0.15766918525055196,2025-10,False,True,True
2025-10-17 07:00:00+00:00,USDCHF,-1,0.13252004562975916,2025-10,False,False,False
2025-10-17 18:00:00+00:00,NZDUSD,-1,0.15995692026929037,2025-10,False,True,True
2025-10-17 20:00:00+00:00,EURGBP,1,0.25784739774035115,2025-10,False,True,
2025-10-20 17:00:00+00:00,USDCAD,-1,0.12950661292602061,2025-10,False,True,True
2025-10-20 18:00:00+00:00,AUDCAD,-1,0.17983044330664338,2025-10,False,True,True
2025-10-20 20:00:00+00:00,NZDCHF,1,0.24009257107943138,2025-10,False,True,True
2025-10-21 17:00:00+00:00,NZDCHF,-1,0.12067971648635772,2025-10,False,True,True
2025-10-21 18:00:00+00:00,USDCHF,-1,0.21883287006618263,2025-10,False,True,True
2025-10-21 19:00:00+00:00,NZDCHF,-1,0.15159030578466376,2025-10,False,True,True
2025-10-22 18:00:00+00:00,CADJPY,-1,0.1870852286855662,2025-10,False,True,True
2025-10-22 19:00:00+00:00,CADJPY,-1,0.12418248202563875,2025-10,False,True,True
2025-10-22 20:00:00+00:00,NZDCHF,1,0.21685639260758172,2025-10,False,True,True
2025-10-23 17:00:00+00:00,NZDUSD,-1,0.13490153288985557,2025-10,False,True,True
2025-10-23 18:00:00+00:00,EURGBP,-1,0.19292709351489495,2025-10,False,True,True
2025-10-23 20:00:00+00:00,NZDCHF,1,0.22408301588228297,2025-10,False,True,True
2025-10-24 18:00:00+00:00,USDCHF,-1,0.18419417999507876,2025-10,False,True,True
2025-10-24 19:00:00+00:00,CHFJPY,-1,0.1272817693252823,2025-10,False,False,
2025-10-24 20:00:00+00:00,EURGBP,1,0.2606721827702376,2025-10,False,False,
2025-10-27 18:00:00+00:00,EURGBP,-1,0.1963406486995562,2025-10,False,True,True
2025-10-27 20:00:00+00:00,NZDCHF,1,0.23369403225261587,2025-10,False,True,True
2025-10-27 21:00:00+00:00,NZDCHF,1,0.18802467521714628,2025-10,False,True,False
2025-10-28 14:00:00+00:00,GBPAUD,1,0.12444480049827367,2025-10,False,False,False
2025-10-28 15:00:00+00:00,GBPAUD,1,0.13363053857022233,2025-10,False,False,False
